miRNA,Target Gene (Entrez Gene ID)
hsa-mir-605,79980
hsa-mir-6075,124583
hsa-mir-6075,84331
hsa-mir-6075,81565
hsa-mir-6075,7009
hsa-mir-608,51479
hsa-mir-608,4192
hsa-mir-608,54539
hsa-mir-608,5478
hsa-mir-608,5878
hsa-mir-608,388
hsa-mir-608,9905
hsa-mir-608,60559
hsa-mir-608,9840
hsa-mir-608,7094
hsa-mir-610,9329
hsa-mir-610,55196
hsa-mir-610,51259
hsa-mir-611,10498
hsa-mir-612,195827
hsa-mir-612,22859
hsa-mir-612,415
hsa-mir-612,148362
hsa-mir-612,790
hsa-mir-612,832
hsa-mir-612,84674
hsa-mir-612,83987
hsa-mir-612,100131439
hsa-mir-612,4051
hsa-mir-612,11056
hsa-mir-612,1677
hsa-mir-612,92126
hsa-mir-612,2121
hsa-mir-612,23404
hsa-mir-612,150864
hsa-mir-612,494188
hsa-mir-612,22887
hsa-mir-612,201562
hsa-mir-612,9709
hsa-mir-612,7071
hsa-mir-612,10319
hsa-mir-612,3988
hsa-mir-612,64900
hsa-mir-612,10299
hsa-mir-612,84331
hsa-mir-612,345778
hsa-mir-612,89932
hsa-mir-612,23627
hsa-mir-612,162427
hsa-mir-612,83695
hsa-mir-612,85415
hsa-mir-612,9045
hsa-mir-612,9349
hsa-mir-612,285855
hsa-mir-612,342527
hsa-mir-612,128387
hsa-mir-612,92691
hsa-mir-612,3842
hsa-mir-612,10597
hsa-mir-612,7442
hsa-mir-612,391104
hsa-mir-612,7428
hsa-mir-612,7490
hsa-mir-612,26036
hsa-mir-612,374879
hsa-mir-612,284391
hsa-mir-613,9275
hsa-mir-613,829
hsa-mir-613,1182
hsa-mir-613,9069
hsa-mir-613,10229
hsa-mir-613,23404
hsa-mir-613,4719
hsa-mir-614,56683
hsa-mir-615,84929
hsa-mir-615,4784
hsa-mir-615,11237
hsa-mir-615,56893
hsa-mir-616,389336
hsa-mir-616,6374
hsa-mir-616,58512
hsa-mir-616,9170
hsa-mir-616,148362
hsa-mir-616,819
hsa-mir-616,28988
hsa-mir-616,494188
hsa-mir-616,22887
hsa-mir-616,79833
hsa-mir-616,9283
hsa-mir-616,3151
hsa-mir-616,55726
hsa-mir-616,4043
hsa-mir-616,4522
hsa-mir-616,132299
hsa-mir-616,64146
hsa-mir-616,8496
hsa-mir-616,11264
hsa-mir-616,55147
hsa-mir-616,6007
hsa-mir-616,22838
hsa-mir-616,51493
hsa-mir-616,57147
hsa-mir-616,647087
hsa-mir-616,10910
hsa-mir-616,55333
hsa-mir-616,157378
hsa-mir-616,27348
hsa-mir-616,26146
hsa-mir-616,114043
hsa-mir-616,7428
hsa-mir-616,220001
hsa-mir-616,55759
hsa-mir-616,7490
hsa-mir-616,7712
hsa-mir-616,57693
hsa-mir-616,26036
hsa-mir-616,642819
hsa-mir-621,1021
hsa-mir-621,81553
hsa-mir-622,26090
hsa-mir-622,226
hsa-mir-622,475
hsa-mir-622,84909
hsa-mir-622,54707
hsa-mir-622,55975
hsa-mir-622,114299
hsa-mir-622,51493
hsa-mir-622,10955
hsa-mir-622,84888
hsa-mir-622,152815
hsa-mir-622,147660
hsa-mir-624,498
hsa-mir-624,1760
hsa-mir-624,116254
hsa-mir-624,4102
hsa-mir-624,4105
hsa-mir-624,79923
hsa-mir-624,8496
hsa-mir-624,57419
hsa-mir-624,91978
hsa-mir-624,57544
hsa-mir-624,7525
hsa-mir-624,388569
hsa-mir-624,349075
hsa-mir-624,729747
hsa-mir-624,131566
hsa-mir-624,54540
hsa-mir-624,222068
hsa-mir-625,961
hsa-mir-625,2218
hsa-mir-625,5813
hsa-mir-625,801
hsa-mir-625,7458
hsa-mir-625,3169
hsa-mir-625,4194
hsa-mir-625,11331
hsa-mir-625,7094
hsa-mir-625,25829
hsa-mir-626,8099
hsa-mir-626,85449
hsa-mir-626,10163
hsa-mir-627,5608
hsa-mir-627,4685
hsa-mir-627,81579
hsa-mir-627,5475
hsa-mir-627,6992
hsa-mir-627,5504
hsa-mir-627,7832
hsa-mir-628,5196
hsa-mir-628,10494
hsa-mir-630,3570
hsa-mir-631,997
hsa-mir-631,3675
hsa-mir-631,100463489
hsa-mir-631,7529
hsa-mir-634,64241
hsa-mir-634,6171
hsa-mir-635,10606
hsa-mir-637,51573
hsa-mir-637,55890
hsa-mir-637,9622
hsa-mir-637,4605
hsa-mir-637,9148
hsa-mir-637,60559
hsa-mir-637,7094
hsa-mir-638,55330
hsa-mir-638,657
hsa-mir-638,4240
hsa-mir-639,219539
hsa-mir-640,1351
hsa-mir-640,90141
hsa-mir-642b,11226
hsa-mir-642b,78988
hsa-mir-642b,727837
hsa-mir-642b,6757
hsa-mir-642b,84461
hsa-mir-645,100507421
hsa-mir-646,143888
hsa-mir-646,51449
hsa-mir-646,55312
hsa-mir-646,56893
hsa-mir-646,81552
hsa-mir-647,3675
hsa-mir-648,143244
hsa-mir-650,23
hsa-mir-650,64241
hsa-mir-650,8574
hsa-mir-650,51281
hsa-mir-650,26225
hsa-mir-650,79624
hsa-mir-650,10776
hsa-mir-650,55729
hsa-mir-650,472
hsa-mir-650,8915
hsa-mir-650,63915
hsa-mir-650,663
hsa-mir-650,151888
hsa-mir-650,28970
hsa-mir-650,29071
hsa-mir-650,647024
hsa-mir-650,55832
hsa-mir-650,821
hsa-mir-650,91368
hsa-mir-650,11261
hsa-mir-650,399948
hsa-mir-650,23406
hsa-mir-650,1368
hsa-mir-650,27297
hsa-mir-650,11269
hsa-mir-650,414918
hsa-mir-650,79980
hsa-mir-650,29904
hsa-mir-650,2081
hsa-mir-650,201163
hsa-mir-650,2355
hsa-mir-650,116113
hsa-mir-650,8322
hsa-mir-650,2677
hsa-mir-650,84572
hsa-mir-650,112495
hsa-mir-650,79441
hsa-mir-650,51278
hsa-mir-650,126298
hsa-mir-650,11127
hsa-mir-650,10365
hsa-mir-650,79944
hsa-mir-650,132660
hsa-mir-650,200879
hsa-mir-650,9170
hsa-mir-650,260425
hsa-mir-650,9440
hsa-mir-650,253714
hsa-mir-650,196264
hsa-mir-650,51149
hsa-mir-650,92399
hsa-mir-650,6307
hsa-mir-650,55149
hsa-mir-650,54892
hsa-mir-650,84461
hsa-mir-650,79576
hsa-mir-650,4924
hsa-mir-650,132299
hsa-mir-650,79541
hsa-mir-650,5163
hsa-mir-650,285755
hsa-mir-650,152926
hsa-mir-650,23645
hsa-mir-650,79810
hsa-mir-650,10156
hsa-mir-650,157506
hsa-mir-650,388531
hsa-mir-650,54941
hsa-mir-650,6142
hsa-mir-650,6152
hsa-mir-650,8933
hsa-mir-650,27244
hsa-mir-650,118980
hsa-mir-650,81855
hsa-mir-650,9905
hsa-mir-650,6470
hsa-mir-650,10999
hsa-mir-650,55532
hsa-mir-650,11066
hsa-mir-650,93349
hsa-mir-650,64420
hsa-mir-650,222068
hsa-mir-650,124491
hsa-mir-650,51259
hsa-mir-650,55161
hsa-mir-650,283471
hsa-mir-650,80263
hsa-mir-650,51531
hsa-mir-650,140803
hsa-mir-650,7442
hsa-mir-650,125488
hsa-mir-650,7412
hsa-mir-650,123720
hsa-mir-650,7678
hsa-mir-650,285267
hsa-mir-650,390980
hsa-mir-651,8992
hsa-mir-651,148789
hsa-mir-651,347516
hsa-mir-651,3052
hsa-mir-651,4191
hsa-mir-651,5478
hsa-mir-651,23543
hsa-mir-651,285343
hsa-mir-651,94015
hsa-mir-651,4194
hsa-mir-651,100463488
hsa-mir-651,127933
hsa-mir-652,139818
hsa-mir-652,8139
hsa-mir-652,2677
hsa-mir-652,23432
hsa-mir-652,7462
hsa-mir-652,55227
hsa-mir-652,8228
hsa-mir-652,84950
hsa-mir-652,5768
hsa-mir-652,90120
hsa-mir-652,55161
hsa-mir-652,390637
hsa-mir-652,59269
hsa-mir-652,285349
hsa-mir-655,10018
hsa-mir-655,4189
hsa-mir-655,348094
hsa-mir-655,23580
hsa-mir-655,9069
hsa-mir-655,1312
hsa-mir-655,11269
hsa-mir-655,1783
hsa-mir-655,112770
hsa-mir-655,51278
hsa-mir-655,79576
hsa-mir-655,2063
hsa-mir-655,6470
hsa-mir-655,11066
hsa-mir-655,57057
hsa-mir-655,403341
hsa-mir-655,254359
hsa-mir-656,23204
hsa-mir-656,54462
hsa-mir-656,3207
hsa-mir-656,5813
hsa-mir-656,85236
hsa-mir-656,8614
hsa-mir-657,64853
hsa-mir-657,5631
hsa-mir-659,80071
hsa-mir-659,25853
hsa-mir-659,9053
hsa-mir-660,55971
hsa-mir-660,84909
hsa-mir-660,2491
hsa-mir-660,10686
hsa-mir-660,112495
hsa-mir-660,3151
hsa-mir-660,2531
hsa-mir-660,81562
hsa-mir-660,55798
hsa-mir-660,2908
hsa-mir-660,80003
hsa-mir-660,9063
hsa-mir-660,9910
hsa-mir-660,5982
hsa-mir-660,201799
hsa-mir-660,127262
hsa-mir-660,80032
hsa-mir-660,131566
hsa-mir-661,4329
hsa-mir-661,226
hsa-mir-661,363
hsa-mir-661,148362
hsa-mir-661,28970
hsa-mir-661,135398
hsa-mir-661,790
hsa-mir-661,84674
hsa-mir-661,22900
hsa-mir-661,83987
hsa-mir-661,100131439
hsa-mir-661,4051
hsa-mir-661,11056
hsa-mir-661,1677
hsa-mir-661,79962
hsa-mir-661,92126
hsa-mir-661,2121
hsa-mir-661,150864
hsa-mir-661,494188
hsa-mir-661,79368
hsa-mir-661,2274
hsa-mir-661,22887
hsa-mir-661,401089
hsa-mir-661,126626
hsa-mir-661,8139
hsa-mir-661,112937
hsa-mir-661,201562
hsa-mir-661,9709
hsa-mir-661,55540
hsa-mir-661,3656
hsa-mir-661,3782
hsa-mir-661,55196
hsa-mir-661,3799
hsa-mir-661,7071
hsa-mir-661,10319
hsa-mir-661,64900
hsa-mir-661,10299
hsa-mir-661,53615
hsa-mir-661,55178
hsa-mir-661,4522
hsa-mir-661,56005
hsa-mir-661,654364
hsa-mir-661,2063
hsa-mir-661,132299
hsa-mir-661,23594
hsa-mir-661,89932
hsa-mir-661,84105
hsa-mir-661,51449
hsa-mir-661,64146
hsa-mir-661,64857
hsa-mir-661,152926
hsa-mir-661,57403
hsa-mir-661,9182
hsa-mir-661,162427
hsa-mir-661,83695
hsa-mir-661,85415
hsa-mir-661,9349
hsa-mir-661,285855
hsa-mir-661,51493
hsa-mir-661,57167
hsa-mir-661,23328
hsa-mir-661,8036
hsa-mir-661,342527
hsa-mir-661,9655
hsa-mir-661,147841
hsa-mir-661,6752
hsa-mir-661,261729
hsa-mir-661,202374
hsa-mir-661,128387
hsa-mir-661,7014
hsa-mir-661,92691
hsa-mir-661,3842
hsa-mir-661,54863
hsa-mir-661,26146
hsa-mir-661,10597
hsa-mir-661,7442
hsa-mir-661,114043
hsa-mir-661,391104
hsa-mir-661,7428
hsa-mir-661,55275
hsa-mir-661,7490
hsa-mir-661,7712
hsa-mir-661,26036
hsa-mir-661,148254
hsa-mir-661,121274
hsa-mir-661,441234
hsa-mir-661,342892
hsa-mir-662,222487
hsa-mir-662,374291
hsa-mir-662,375775
hsa-mir-662,57178
hsa-mir-663a,64225
hsa-mir-663a,3416
hsa-mir-663a,143888
hsa-mir-663a,9645
hsa-mir-663a,4335
hsa-mir-663a,80055
hsa-mir-663a,388
hsa-mir-663b,55658
hsa-mir-663b,6171
hsa-mir-664a,56683
hsa-mir-664a,10849
hsa-mir-664a,1825
hsa-mir-664a,59269
hsa-mir-664a,92856
hsa-mir-664a,146909
hsa-mir-664a,8260
hsa-mir-664a,79923
hsa-mir-664a,64857
hsa-mir-664a,148137
hsa-mir-664a,147670
hsa-mir-664a,388569
hsa-mir-664a,729747
hsa-mir-664b,1968
hsa-mir-664b,129685
hsa-mir-664b,57156
hsa-mir-664b,403341
hsa-mir-665,22
hsa-mir-665,55324
hsa-mir-665,348094
hsa-mir-665,51281
hsa-mir-665,503582
hsa-mir-665,26225
hsa-mir-665,79624
hsa-mir-665,10776
hsa-mir-665,55729
hsa-mir-665,472
hsa-mir-665,10295
hsa-mir-665,63915
hsa-mir-665,7832
hsa-mir-665,151888
hsa-mir-665,79591
hsa-mir-665,29071
hsa-mir-665,285315
hsa-mir-665,9236
hsa-mir-665,30835
hsa-mir-665,8555
hsa-mir-665,997
hsa-mir-665,84952
hsa-mir-665,11261
hsa-mir-665,399948
hsa-mir-665,1603
hsa-mir-665,285605
hsa-mir-665,1783
hsa-mir-665,90141
hsa-mir-665,51513
hsa-mir-665,2147
hsa-mir-665,57613
hsa-mir-665,91893
hsa-mir-665,55527
hsa-mir-665,201163
hsa-mir-665,8322
hsa-mir-665,10052
hsa-mir-665,2773
hsa-mir-665,55425
hsa-mir-665,81491
hsa-mir-665,112495
hsa-mir-665,57531
hsa-mir-665,79441
hsa-mir-665,57594
hsa-mir-665,3416
hsa-mir-665,255783
hsa-mir-665,3656
hsa-mir-665,23704
hsa-mir-665,283219
hsa-mir-665,11127
hsa-mir-665,57082
hsa-mir-665,100507608
hsa-mir-665,7462
hsa-mir-665,9388
hsa-mir-665,9404
hsa-mir-665,260425
hsa-mir-665,57134
hsa-mir-665,9656
hsa-mir-665,9440
hsa-mir-665,9443
hsa-mir-665,253714
hsa-mir-665,196264
hsa-mir-665,6307
hsa-mir-665,4522
hsa-mir-665,55149
hsa-mir-665,439921
hsa-mir-665,54892
hsa-mir-665,374383
hsa-mir-665,29997
hsa-mir-665,64106
hsa-mir-665,51559
hsa-mir-665,4924
hsa-mir-665,23165
hsa-mir-665,4986
hsa-mir-665,79541
hsa-mir-665,8496
hsa-mir-665,152926
hsa-mir-665,79810
hsa-mir-665,145482
hsa-mir-665,5753
hsa-mir-665,79691
hsa-mir-665,10156
hsa-mir-665,9182
hsa-mir-665,55131
hsa-mir-665,359845
hsa-mir-665,54509
hsa-mir-665,55183
hsa-mir-665,8933
hsa-mir-665,1901
hsa-mir-665,29950
hsa-mir-665,27244
hsa-mir-665,133383
hsa-mir-665,57713
hsa-mir-665,118980
hsa-mir-665,81855
hsa-mir-665,9905
hsa-mir-665,6452
hsa-mir-665,153769
hsa-mir-665,6470
hsa-mir-665,8034
hsa-mir-665,55532
hsa-mir-665,84102
hsa-mir-665,11066
hsa-mir-665,6666
hsa-mir-665,26010
hsa-mir-665,402055
hsa-mir-665,6432
hsa-mir-665,261729
hsa-mir-665,6815
hsa-mir-665,64420
hsa-mir-665,10010
hsa-mir-665,6898
hsa-mir-665,55171
hsa-mir-665,7050
hsa-mir-665,92691
hsa-mir-665,124491
hsa-mir-665,55161
hsa-mir-665,252839
hsa-mir-665,56649
hsa-mir-665,55001
hsa-mir-665,125488
hsa-mir-665,150465
hsa-mir-665,54957
hsa-mir-665,7398
hsa-mir-665,85015
hsa-mir-665,7412
hsa-mir-665,27287
hsa-mir-665,90199
hsa-mir-665,7490
hsa-mir-665,84524
hsa-mir-665,254359
hsa-mir-665,94039
hsa-mir-665,7678
hsa-mir-665,55609
hsa-mir-665,79673
hsa-mir-665,57474
hsa-mir-665,641339
hsa-mir-665,374879
hsa-mir-665,388536
hsa-mir-665,342945
hsa-mir-665,146050
hsa-mir-668,25853
hsa-mir-668,5062
hsa-mir-668,7175
hsa-mir-668,201292
hsa-mir-668,90199
hsa-mir-670,55450
hsa-mir-670,152926
hsa-mir-670,6518
hsa-mir-670,10579
hsa-mir-671,1676
hsa-mir-671,353500
hsa-mir-671,57461
hsa-mir-671,25915
hsa-mir-671,5631
hsa-mir-671,51114
hsa-mir-6720,10295
hsa-mir-6720,9045
hsa-mir-6720,201292
hsa-mir-6720,90199
hsa-mir-6720,363
hsa-mir-6720,10565
hsa-mir-6720,26225
hsa-mir-6720,415
hsa-mir-6720,148362
hsa-mir-6720,151888
hsa-mir-6720,135398
hsa-mir-6720,790
hsa-mir-6720,84674
hsa-mir-6720,83987
hsa-mir-6720,6360
hsa-mir-6720,64866
hsa-mir-6720,4051
hsa-mir-6720,11056
hsa-mir-6720,1677
hsa-mir-6720,79962
hsa-mir-6720,92126
hsa-mir-6720,29904
hsa-mir-6720,56648
hsa-mir-6720,2121
hsa-mir-6720,150864
hsa-mir-6720,113828
hsa-mir-6720,494188
hsa-mir-6720,79368
hsa-mir-6720,2274
hsa-mir-6720,22887
hsa-mir-6720,401089
hsa-mir-6720,8139
hsa-mir-6720,10052
hsa-mir-6720,112937
hsa-mir-6720,9709
hsa-mir-6720,100128264
hsa-mir-6720,55540
hsa-mir-6720,92856
hsa-mir-6720,55364
hsa-mir-6720,134728
hsa-mir-6720,3656
hsa-mir-6720,57535
hsa-mir-6720,3799
hsa-mir-6720,7071
hsa-mir-6720,10319
hsa-mir-6720,64900
hsa-mir-6720,25804
hsa-mir-6720,10299
hsa-mir-6720,4200
hsa-mir-6720,55588
hsa-mir-6720,55178
hsa-mir-6720,6307
hsa-mir-6720,4522
hsa-mir-6720,56005
hsa-mir-6720,654364
hsa-mir-6720,132299
hsa-mir-6720,23594
hsa-mir-6720,89932
hsa-mir-6720,84105
hsa-mir-6720,64146
hsa-mir-6720,64857
hsa-mir-6720,152926
hsa-mir-6720,23627
hsa-mir-6720,11264
hsa-mir-6720,54814
hsa-mir-6720,25797
hsa-mir-6720,57403
hsa-mir-6720,9182
hsa-mir-6720,375287
hsa-mir-6720,162427
hsa-mir-6720,83695
hsa-mir-6720,85415
hsa-mir-6720,9349
hsa-mir-6720,285855
hsa-mir-6720,57167
hsa-mir-6720,23328
hsa-mir-6720,8036
hsa-mir-6720,7782
hsa-mir-6720,342527
hsa-mir-6720,147841
hsa-mir-6720,201305
hsa-mir-6720,6432
hsa-mir-6720,261729
hsa-mir-6720,202374
hsa-mir-6720,128387
hsa-mir-6720,7014
hsa-mir-6720,8563
hsa-mir-6720,727910
hsa-mir-6720,124491
hsa-mir-6720,3842
hsa-mir-6720,26146
hsa-mir-6720,388610
hsa-mir-6720,7442
hsa-mir-6720,114043
hsa-mir-6720,391104
hsa-mir-6720,7428
hsa-mir-6720,55275
hsa-mir-6720,7490
hsa-mir-6720,7712
hsa-mir-6720,148254
hsa-mir-6720,121274
hsa-mir-6720,441234
hsa-mir-6720,284391
hsa-mir-675,410
hsa-mir-675,2864
hsa-mir-675,23135
hsa-mir-675,8550
hsa-mir-675,54726
hsa-mir-675,4736
hsa-mir-6799,50488
hsa-mir-6799,64241
hsa-mir-6799,443
hsa-mir-6799,8915
hsa-mir-6799,28970
hsa-mir-6799,4064
hsa-mir-6799,23580
hsa-mir-6799,91368
hsa-mir-6799,1038
hsa-mir-6799,84952
hsa-mir-6799,2055
hsa-mir-6799,81570
hsa-mir-6799,7555
hsa-mir-6799,1595
hsa-mir-6799,9266
hsa-mir-6799,93099
hsa-mir-6799,30836
hsa-mir-6799,1852
hsa-mir-6799,1783
hsa-mir-6799,29904
hsa-mir-6799,51575
hsa-mir-6799,167555
hsa-mir-6799,554251
hsa-mir-6799,91893
hsa-mir-6799,221937
hsa-mir-6799,116113
hsa-mir-6799,11337
hsa-mir-6799,9245
hsa-mir-6799,2677
hsa-mir-6799,116254
hsa-mir-6799,10755
hsa-mir-6799,2773
hsa-mir-6799,84572
hsa-mir-6799,3073
hsa-mir-6799,345275
hsa-mir-6799,93185
hsa-mir-6799,55726
hsa-mir-6799,126298
hsa-mir-6799,729920
hsa-mir-6799,55196
hsa-mir-6799,100505591
hsa-mir-6799,4069
hsa-mir-6799,4193
hsa-mir-6799,51649
hsa-mir-6799,6307
hsa-mir-6799,9172
hsa-mir-6799,10725
hsa-mir-6799,79707
hsa-mir-6799,29881
hsa-mir-6799,132299
hsa-mir-6799,118987
hsa-mir-6799,26030
hsa-mir-6799,404785
hsa-mir-6799,641455
hsa-mir-6799,8496
hsa-mir-6799,4660
hsa-mir-6799,553158
hsa-mir-6799,5753
hsa-mir-6799,5869
hsa-mir-6799,26953
hsa-mir-6799,10156
hsa-mir-6799,64145
hsa-mir-6799,149041
hsa-mir-6799,157506
hsa-mir-6799,221035
hsa-mir-6799,55183
hsa-mir-6799,6142
hsa-mir-6799,9294
hsa-mir-6799,11341
hsa-mir-6799,205564
hsa-mir-6799,29950
hsa-mir-6799,100049587
hsa-mir-6799,6518
hsa-mir-6799,93349
hsa-mir-6799,9825
hsa-mir-6799,55304
hsa-mir-6799,6432
hsa-mir-6799,150921
hsa-mir-6799,96764
hsa-mir-6799,10972
hsa-mir-6799,7135
hsa-mir-6799,10597
hsa-mir-6799,493829
hsa-mir-6799,51531
hsa-mir-6799,150465
hsa-mir-6799,57544
hsa-mir-6799,7301
hsa-mir-6799,9706
hsa-mir-6799,9712
hsa-mir-6799,55275
hsa-mir-6799,90199
hsa-mir-6799,7525
hsa-mir-6799,90522
hsa-mir-6799,388403
hsa-mir-6799,254359
hsa-mir-6799,79673
hsa-mir-6799,349075
hsa-mir-6799,388536
hsa-mir-6799,342945
hsa-mir-6836,64241
hsa-mir-6836,226
hsa-mir-6836,26507
hsa-mir-6836,1777
hsa-mir-6836,375748
hsa-mir-6836,2110
hsa-mir-6836,3673
hsa-mir-6836,2531
hsa-mir-6836,9729
hsa-mir-6836,51747
hsa-mir-6836,11097
hsa-mir-6836,114299
hsa-mir-6836,9910
hsa-mir-6836,644096
hsa-mir-6836,114609
hsa-mir-6836,55757
hsa-mir-6836,829
hsa-mir-6836,79585
hsa-mir-6836,2588
hsa-mir-6836,55502
hsa-mir-6836,220988
hsa-mir-6836,51621
hsa-mir-6836,84331
hsa-mir-6836,4192
hsa-mir-6836,64769
hsa-mir-6836,125170
hsa-mir-6836,4335
hsa-mir-6836,5092
hsa-mir-6836,5457
hsa-mir-6836,55851
hsa-mir-6836,6299
hsa-mir-6836,27433
hsa-mir-6836,23666
hsa-mir-6880,55658
hsa-mir-6880,55324
hsa-mir-6880,23439
hsa-mir-6880,498
hsa-mir-6880,353500
hsa-mir-6880,657
hsa-mir-6880,1073
hsa-mir-6880,57132
hsa-mir-6880,2055
hsa-mir-6880,9266
hsa-mir-6880,1852
hsa-mir-6880,1783
hsa-mir-6880,57222
hsa-mir-6880,157570
hsa-mir-6880,346653
hsa-mir-6880,554251
hsa-mir-6880,91893
hsa-mir-6880,390637
hsa-mir-6880,2677
hsa-mir-6880,9340
hsa-mir-6880,54552
hsa-mir-6880,57531
hsa-mir-6880,51144
hsa-mir-6880,345275
hsa-mir-6880,23704
hsa-mir-6880,7462
hsa-mir-6880,401387
hsa-mir-6880,4069
hsa-mir-6880,57134
hsa-mir-6880,84461
hsa-mir-6880,10725
hsa-mir-6880,390916
hsa-mir-6880,4986
hsa-mir-6880,5155
hsa-mir-6880,57595
hsa-mir-6880,5316
hsa-mir-6880,5478
hsa-mir-6880,4660
hsa-mir-6880,5631
hsa-mir-6880,79691
hsa-mir-6880,5878
hsa-mir-6880,64145
hsa-mir-6880,149041
hsa-mir-6880,54509
hsa-mir-6880,9905
hsa-mir-6880,8273
hsa-mir-6880,8034
hsa-mir-6880,84102
hsa-mir-6880,6645
hsa-mir-6880,60559
hsa-mir-6880,55304
hsa-mir-6880,6815
hsa-mir-6880,51204
hsa-mir-6880,10010
hsa-mir-6880,6898
hsa-mir-6880,7050
hsa-mir-6880,96764
hsa-mir-6880,54957
hsa-mir-6880,7421
hsa-mir-6880,254359
hsa-mir-6886,127933
hsa-mir-6886,127665
hsa-mir-7,10527
hsa-mir-7,22808
hsa-mir-7,375775
hsa-mir-7,222643
hsa-mir-802,1351
hsa-mir-802,26524
hsa-mir-802,3949
hsa-mir-802,51109
hsa-mir-873,195827
hsa-mir-873,26225
hsa-mir-873,23545
hsa-mir-873,1026
hsa-mir-873,1298
hsa-mir-873,1398
hsa-mir-873,92126
hsa-mir-873,494188
hsa-mir-873,401089
hsa-mir-873,54552
hsa-mir-873,100128264
hsa-mir-873,3656
hsa-mir-873,3782
hsa-mir-873,7071
hsa-mir-873,53615
hsa-mir-873,6307
hsa-mir-873,5540
hsa-mir-873,4924
hsa-mir-873,5768
hsa-mir-873,9182
hsa-mir-873,6142
hsa-mir-873,285855
hsa-mir-873,27244
hsa-mir-873,342527
hsa-mir-873,9655
hsa-mir-873,147841
hsa-mir-873,202374
hsa-mir-873,114043
hsa-mir-873,7428
hsa-mir-873,7712
hsa-mir-873,126070
hsa-mir-873,642819
hsa-mir-873,441234
hsa-mir-873,342892
hsa-mir-873,54058
hsa-mir-873,23406
hsa-mir-873,2100
hsa-mir-873,127281
hsa-mir-873,9283
hsa-mir-873,3798
hsa-mir-873,3920
hsa-mir-873,4211
hsa-mir-873,25840
hsa-mir-873,26051
hsa-mir-873,9230
hsa-mir-873,54884
hsa-mir-873,57190
hsa-mir-873,133383
hsa-mir-873,6452
hsa-mir-873,123041
hsa-mir-873,6518
hsa-mir-873,402055
hsa-mir-873,6815
hsa-mir-873,51684
hsa-mir-873,10579
hsa-mir-873,7009
hsa-mir-873,9341
hsa-mir-873,254887
hsa-mir-873,94039
hsa-mir-873,23090
hsa-mir-873,146050
hsa-mir-874,89932
hsa-mir-874,127933
hsa-mir-874,30818
hsa-mir-874,8076
hsa-mir-874,4784
hsa-mir-875,50807
hsa-mir-875,821
hsa-mir-875,1182
hsa-mir-875,22877
hsa-mir-875,4752
hsa-mir-875,55432
hsa-mir-875,84100
hsa-mir-875,221416
hsa-mir-877,90806
hsa-mir-877,221416
hsa-mir-877,81579
hsa-mir-877,6992
hsa-mir-877,1901
hsa-mir-877,9825
hsa-mir-877,200030
hsa-mir-885,11189
hsa-mir-885,64112
hsa-mir-885,404785
hsa-mir-885,641455
hsa-mir-885,219539
hsa-mir-885,9735
hsa-mir-888,51659
hsa-mir-888,5475
hsa-mir-888,51684
hsa-mir-888,8521
hsa-mir-888,10020
hsa-mir-888,5629
hsa-mir-888,27348
hsa-mir-891a,50808
hsa-mir-891a,10295
hsa-mir-891a,55286
hsa-mir-891a,124583
hsa-mir-891a,829
hsa-mir-891a,493856
hsa-mir-891a,347516
hsa-mir-891a,55831
hsa-mir-891a,29899
hsa-mir-891a,25938
hsa-mir-891a,55975
hsa-mir-891a,4067
hsa-mir-891a,51649
hsa-mir-891a,5296
hsa-mir-891a,29127
hsa-mir-891a,284904
hsa-mir-891a,9517
hsa-mir-891a,10494
hsa-mir-891a,7390
hsa-mir-891a,23174
hsa-mir-891a,7769
hsa-mir-891a,80778
hsa-mir-892b,57533
hsa-mir-9,26090
hsa-mir-9,51747
hsa-mir-9,4192
hsa-mir-9,100463486
hsa-mir-9,4015
hsa-mir-9,9053
hsa-mir-9,80346
hsa-mir-9,8273
hsa-let-7a,22866
hsa-let-7a,347404
hsa-let-7b,22866
hsa-let-7b,347404
hsa-let-7c,70
hsa-let-7c,23446
hsa-let-7c,57646
hsa-let-7g,123876
hsa-let-7g,8609
hsa-let-7g,23446
hsa-let-7g,57646
hsa-let-7g,729288
hsa-let-7i,3745
hsa-mir-101,1995
hsa-mir-101,347404
hsa-mir-101,8861
hsa-mir-101,5163
hsa-mir-103a,342909
hsa-mir-103b,79699
hsa-mir-105,7024
hsa-mir-106a,10602
hsa-mir-106a,10743
hsa-mir-106a,284996
hsa-mir-106a,26230
hsa-mir-106a,26175
hsa-mir-106a,79624
hsa-mir-106a,64149
hsa-mir-106a,132720
hsa-mir-106a,116064
hsa-mir-106a,65258
hsa-mir-106a,55301
hsa-mir-106a,6651
hsa-mir-106a,6668
hsa-mir-106a,116143
hsa-mir-106a,136051
hsa-mir-106b,2531
hsa-mir-106b,150465
hsa-mir-106b,79624
hsa-mir-106b,64149
hsa-mir-106b,132720
hsa-mir-106b,116064
hsa-mir-106b,65258
hsa-mir-106b,55173
hsa-mir-106b,55301
hsa-mir-106b,6651
hsa-mir-106b,6668
hsa-mir-106b,116143
hsa-mir-106b,136051
hsa-mir-107,342909
hsa-mir-10a,729747
hsa-mir-10b,80031
hsa-mir-10b,729747
hsa-mir-1179,54549
hsa-mir-1183,83641
