miRNA,Target Gene (Entrez Gene ID)
hsa-mir-186,10762
hsa-mir-561,9631
hsa-mir-194,57532
hsa-mir-125a,57532
hsa-mir-520h,57532
hsa-mir-520g,57532
hsa-mir-338,57532
hsa-mir-582,57532
hsa-mir-4732,57532
hsa-mir-197,57532
hsa-mir-1244,57532
hsa-mir-548c,64710
hsa-mir-3613,9315
hsa-mir-571,9315
hsa-mir-7,9315
hsa-mir-496,4884
hsa-mir-506,4884
hsa-mir-126,4884
hsa-mir-148b,4884
hsa-mir-148a,4884
hsa-mir-152,4884
hsa-mir-494,4691
hsa-mir-338,4691
hsa-mir-383,2956
hsa-mir-545,84437
hsa-mir-497,84437
hsa-mir-424,84437
hsa-mir-195,84437
hsa-mir-16,84437
hsa-mir-15b,84437
hsa-mir-15a,84437
hsa-mir-548d,84437
hsa-mir-548b,84437
hsa-mir-548a,84437
hsa-mir-139,54471
hsa-mir-495,54471
hsa-mir-7,84804
hsa-mir-142,84804
hsa-mir-548l,84804
hsa-mir-548d,84804
hsa-mir-548c,84804
hsa-mir-548b,84804
hsa-mir-548a,84804
hsa-mir-583,84804
hsa-mir-1276,84804
hsa-mir-498,92312
hsa-mir-7,124801
hsa-mir-561,124801
hsa-mir-511,55379
hsa-mir-613,55379
hsa-mir-206,55379
hsa-mir-1,55379
hsa-mir-142,55379
hsa-mir-297,116064
hsa-mir-675,116064
hsa-mir-663b,116064
hsa-mir-4717,116064
hsa-mir-4697,4026
hsa-mir-23b,4001
hsa-mir-23a,4001
hsa-mir-130a,4001
hsa-mir-3149,253558
hsa-mir-203a,253558
hsa-mir-142,253558
hsa-mir-186,253558
hsa-mir-646,10314
hsa-mir-503,10314
hsa-mir-497,10314
hsa-mir-424,10314
hsa-mir-195,10314
hsa-mir-16,10314
hsa-mir-15b,10314
hsa-mir-15a,10314
hsa-mir-5010,3845
hsa-mir-642b,3845
hsa-mir-124,3845
hsa-mir-671,3845
hsa-mir-873,3845
hsa-mir-513c,3845
hsa-mir-513a,3845
hsa-mir-1293,23633
hsa-mir-516b,23633
hsa-mir-7,23633
hsa-mir-144,57542
hsa-mir-376a,80311
hsa-mir-339,80311
hsa-mir-4764,80311
hsa-mir-33a,80311
hsa-mir-9,55175
hsa-mir-450b,23366
hsa-mir-527,23366
hsa-mir-518a,23366
hsa-mir-1290,23366
hsa-mir-1246,23366
hsa-mir-142,23366
hsa-mir-3646,23366
hsa-mir-340,23366
hsa-mir-223,3688
hsa-mir-4697,3688
hsa-mir-3622b,3688
hsa-mir-221,3688
hsa-mir-455,3688
hsa-mir-1224,3488
hsa-mir-3915,3488
hsa-mir-616,3488
hsa-mir-380,3488
hsa-mir-3928,3488
hsa-mir-145,3488
hsa-mir-4446,3488
hsa-mir-4268,3488
hsa-mir-532,3488
hsa-mir-186,3488
hsa-mir-3646,3488
hsa-mir-204,3488
hsa-mir-143,3488
hsa-mir-203a,3488
hsa-mir-505,3400
hsa-mir-27b,3400
hsa-mir-513a,3400
hsa-mir-193b,3224
hsa-mir-518f,3224
hsa-mir-518d,3224
hsa-mir-518c,3224
hsa-mir-518b,3224
hsa-mir-518a,3224
hsa-mir-3620,3209
hsa-mir-367,3209
hsa-mir-363,3209
hsa-mir-32,3209
hsa-mir-25,3209
hsa-mir-504,3209
hsa-mir-524,3185
hsa-mir-520d,3185
hsa-mir-651,3185
hsa-mir-561,3185
hsa-mir-224,3185
hsa-mir-5010,3182
hsa-mir-652,3182
hsa-mir-3156,3181
hsa-mir-424,3181
hsa-mir-195,3181
hsa-mir-497,3181
hsa-mir-15a,3181
hsa-mir-15b,3181
hsa-mir-107,3181
hsa-mir-205,3151
hsa-mir-135b,3148
hsa-mir-135a,3148
hsa-mir-526b,3148
hsa-mir-519d,3148
hsa-mir-20b,3148
hsa-mir-20a,3148
hsa-mir-17,3148
hsa-mir-106b,3148
hsa-mir-106a,3148
hsa-mir-187,3148
hsa-mir-139,3148
hsa-mir-153,3148
hsa-mir-548l,3148
hsa-mir-1179,3146
hsa-mir-488,83743
hsa-mir-671,83743
hsa-mir-539,83743
hsa-mir-575,83743
hsa-mir-548d,2885
hsa-mir-548ac,2885
hsa-mir-363,2776
hsa-mir-367,2776
hsa-mir-32,2776
hsa-mir-25,2776
hsa-mir-494,10672
hsa-mir-410,10672
hsa-mir-30e,2739
hsa-mir-30d,2739
hsa-mir-30a,2739
hsa-mir-573,2739
hsa-mir-137,2739
hsa-mir-9,2739
hsa-mir-622,2739
hsa-mir-605,2739
hsa-mir-499b,2739
hsa-mir-499a,2739
hsa-mir-632,116254
hsa-mir-1231,116254
hsa-mir-3663,116254
hsa-mir-183,116254
hsa-mir-1271,116254
hsa-mir-1180,10146
hsa-mir-20b,10146
hsa-mir-545,8087
hsa-mir-1228,2309
hsa-mir-183,10447
hsa-mir-181a,10447
hsa-mir-181b,10447
hsa-mir-181c,10447
hsa-mir-181d,10447
hsa-mir-519e,23404
hsa-mir-515,23404
hsa-mir-136,23404
hsa-mir-625,149371
hsa-mir-196a,149371
hsa-mir-196b,149371
hsa-mir-3913,2117
hsa-mir-30b,2117
hsa-mir-502,2117
hsa-mir-548l,2117
hsa-mir-194,112479
hsa-mir-6880,2020
hsa-mir-3148,2020
hsa-mir-4476,2020
hsa-mir-891a,1977
hsa-mir-548d,8894
hsa-mir-548ac,8894
hsa-mir-27b,8894
hsa-mir-216a,8894
hsa-mir-526b,9813
hsa-mir-519d,9813
hsa-mir-20b,9813
hsa-mir-106a,9813
hsa-mir-17,9813
hsa-mir-155,1938
hsa-mir-3622b,10671
hsa-mir-590,10671
hsa-mir-525,7812
hsa-mir-520a,7812
hsa-mir-488,7812
hsa-mir-514a,23603
hsa-mir-19a,23603
hsa-mir-671,23603
hsa-mir-146a,23603
hsa-mir-646,246175
hsa-mir-7,26973
hsa-mir-4476,26973
hsa-mir-144,26973
hsa-mir-520h,1951
hsa-mir-520g,1951
hsa-mir-30d,1951
hsa-mir-30e,1951
hsa-mir-30a,1951
hsa-mir-30b,1951
hsa-mir-222,1021
hsa-mir-221,1021
hsa-mir-187,1021
hsa-mir-491,1021
hsa-mir-3613,1021
hsa-mir-502,1021
hsa-mir-501,1021
hsa-mir-107,983
hsa-mir-103a,983
hsa-mir-142,900
hsa-mir-134,900
hsa-mir-648,900
hsa-mir-483,900
hsa-mir-1275,168455
hsa-mir-33b,168455
hsa-mir-33a,168455
hsa-mir-4697,168455
hsa-mir-4488,168455
hsa-mir-1237,168455
hsa-mir-519c,168455
hsa-mir-519b,168455
hsa-mir-519a,168455
hsa-mir-106a,168455
hsa-mir-17,168455
hsa-mir-526b,168455
hsa-mir-519d,168455
hsa-mir-20b,168455
hsa-mir-20a,168455
hsa-mir-106b,168455
hsa-mir-190a,23466
hsa-mir-664a,23466
hsa-mir-1298,23466
hsa-mir-375,11335
hsa-mir-31,11335
hsa-mir-1468,11335
hsa-mir-1246,11335
hsa-mir-646,84733
hsa-mir-548c,84733
hsa-mir-503,84733
hsa-mir-135b,830
hsa-mir-135a,830
hsa-mir-646,830
hsa-mir-503,830
hsa-mir-605,830
hsa-mir-302f,134553
hsa-mir-339,132720
hsa-mir-4496,132720
hsa-mir-583,132720
hsa-mir-136,91408
hsa-mir-450b,605
hsa-mir-455,605
hsa-mir-26b,56938
hsa-mir-26a,56938
hsa-mir-1297,56938
hsa-mir-524,127829
hsa-mir-520d,127829
hsa-mir-488,23204
hsa-mir-5586,23204
hsa-mir-543,23204
hsa-mir-548d,8289
hsa-mir-548ac,8289
hsa-mir-448,8289
hsa-mir-196a,8289
hsa-mir-153,8289
hsa-mir-298,396
hsa-mir-139,9743
hsa-mir-374a,8125
hsa-mir-203a,8125
hsa-mir-466,91369
hsa-mir-374a,10000
hsa-mir-361,10000
hsa-mir-569,10000
hsa-mir-222,10000
hsa-mir-221,10000
hsa-mir-873,10000
hsa-mir-7,10000
hsa-mir-582,192670
hsa-mir-671,192670
hsa-mir-144,192670
hsa-mir-101,192670
hsa-mir-369,93
hsa-mir-432,10152
hsa-mir-888,10152
hsa-mir-584,55786
hsa-mir-301b,55786
hsa-mir-301a,55786
hsa-mir-146a,55786
hsa-mir-199b,55786
hsa-mir-199a,55786
hsa-mir-135b,7652
hsa-mir-296,7652
hsa-mir-629,90333
hsa-mir-4279,90333
hsa-mir-519e,90333
hsa-mir-515,90333
hsa-mir-202,90333
hsa-mir-627,90333
hsa-mir-199b,90333
hsa-mir-199a,90333
hsa-mir-664a,55769
hsa-mir-335,8639
hsa-mir-5096,8639
hsa-mir-556,8639
hsa-mir-3622b,8639
hsa-mir-126,8639
hsa-mir-584,162993
hsa-mir-19a,162993
hsa-mir-181d,162993
hsa-mir-181c,162993
hsa-mir-181b,162993
hsa-mir-181a,162993
hsa-mir-573,116028
hsa-mir-129,55180
hsa-mir-510,55180
hsa-mir-380,55180
hsa-mir-5096,51474
hsa-mir-299,51474
hsa-mir-3620,51474
hsa-mir-3611,55967
hsa-mir-183,55967
hsa-mir-377,55967
hsa-mir-30e,55967
hsa-mir-30d,55967
hsa-mir-30c,55967
hsa-mir-30b,55967
hsa-mir-30a,55967
hsa-mir-590,55967
hsa-mir-3611,81856
hsa-mir-3925,81856
hsa-mir-199b,81856
hsa-mir-199a,81856
hsa-mir-30b,6936
hsa-mir-1233,6936
hsa-mir-6799,6936
hsa-mir-149,6936
hsa-mir-1225,6936
hsa-mir-605,6936
hsa-mir-340,283487
hsa-mir-142,283487
hsa-mir-32,283487
hsa-mir-583,283487
hsa-mir-186,283487
hsa-let-7g,284018
hsa-mir-873,699
hsa-mir-129,59351
hsa-mir-5010,59351
hsa-mir-411,59351
hsa-mir-590,59351
hsa-mir-621,57604
hsa-mir-646,57604
hsa-mir-503,57604
hsa-mir-497,57604
hsa-mir-424,57604
hsa-mir-195,57604
hsa-mir-16,57604
hsa-mir-15b,57604
hsa-mir-15a,57604
hsa-mir-101,342538
hsa-mir-513c,342538
hsa-mir-513a,342538
hsa-mir-30b,642797
hsa-mir-1233,642797
hsa-mir-6799,642797
hsa-mir-149,642797
hsa-mir-485,642797
hsa-mir-1225,642797
hsa-mir-340,79155
hsa-mir-636,79155
hsa-mir-142,79155
hsa-mir-648,79155
hsa-mir-595,79155
hsa-mir-548l,79155
hsa-mir-548d,79155
hsa-mir-548c,79155
hsa-mir-548b,79155
hsa-mir-548a,79155
hsa-mir-142,4043
hsa-mir-519c,4043
hsa-mir-519b,4043
hsa-mir-519a,4043
hsa-mir-526b,4043
hsa-mir-519d,4043
hsa-mir-20b,4043
hsa-mir-20a,4043
hsa-mir-17,4043
hsa-mir-106b,4043
hsa-mir-106a,4043
hsa-mir-135b,11315
hsa-mir-203a,11315
hsa-mir-9,9729
hsa-mir-646,9729
hsa-mir-550a,4193
hsa-mir-200c,4193
hsa-mir-302c,4338
hsa-mir-495,4338
hsa-mir-551b,4338
hsa-mir-493,353345
hsa-let-7g,353345
hsa-let-7c,353345
hsa-mir-3613,353345
hsa-mir-205,353345
hsa-mir-1301,340252
hsa-mir-107,340252
hsa-mir-103a,340252
hsa-mir-150,55722
hsa-mir-1301,149013
hsa-mir-545,149013
hsa-mir-124,149013
hsa-mir-548c,149013
hsa-mir-511,7697
hsa-mir-491,7697
hsa-mir-193b,7697
hsa-mir-1202,7576
hsa-mir-19a,7576
hsa-mir-3613,7576
hsa-mir-545,8604
hsa-mir-3613,8604
hsa-mir-4687,8604
hsa-mir-646,8604
hsa-mir-503,8604
hsa-mir-497,8604
hsa-mir-424,8604
hsa-mir-195,8604
hsa-mir-16,8604
hsa-mir-15b,8604
hsa-mir-15a,8604
hsa-mir-548p,8604
hsa-mir-550a,132430
hsa-mir-1271,132430
hsa-mir-19b,132430
hsa-mir-19a,132430
hsa-mir-2682,132430
hsa-mir-195,132430
hsa-mir-3915,7866
hsa-mir-3189,7866
hsa-mir-3928,7866
hsa-mir-605,7866
hsa-mir-544b,7866
hsa-mir-125b,7866
hsa-mir-125a,7866
hsa-mir-596,7866
hsa-mir-576,168451
hsa-mir-124,168451
hsa-mir-200b,168451
hsa-mir-200a,168451
hsa-mir-129,7762
hsa-mir-613,7762
hsa-mir-206,7762
hsa-mir-1,7762
hsa-mir-3925,7762
hsa-mir-199b,7762
hsa-mir-199a,7762
hsa-mir-126,9221
hsa-mir-575,9221
hsa-mir-4666a,9221
hsa-mir-381,9221
hsa-mir-300,9221
hsa-mir-551b,9221
hsa-mir-548c,9221
hsa-mir-1227,6208
hsa-mir-657,6208
hsa-mir-455,6208
hsa-mir-5096,84083
hsa-mir-193b,84083
hsa-mir-575,84083
hsa-mir-3658,4685
hsa-mir-3653,4685
hsa-mir-488,150223
hsa-mir-19b,100526783
hsa-mir-19a,100526783
hsa-mir-635,100526783
hsa-mir-18b,100526783
hsa-mir-18a,100526783
hsa-mir-557,126017
hsa-mir-507,126017
hsa-mir-450b,126017
hsa-mir-218,126017
hsa-mir-636,126017
hsa-mir-891a,126017
hsa-mir-548c,126017
hsa-mir-411,2395
hsa-mir-193b,2395
hsa-mir-663a,2395
hsa-mir-1908,2395
hsa-mir-301b,57335
hsa-mir-301a,57335
hsa-mir-146a,57335
hsa-mir-30e,84109
hsa-mir-30d,84109
hsa-mir-30c,84109
hsa-mir-30b,84109
hsa-mir-30a,84109
hsa-mir-494,84109
hsa-mir-410,84109
hsa-mir-508,84109
hsa-mir-499b,84109
hsa-mir-499a,84109
hsa-mir-3646,84109
hsa-mir-186,79918
hsa-mir-196a,2030
hsa-mir-215,2030
hsa-mir-524,8869
hsa-mir-520d,8869
hsa-mir-143,8869
hsa-mir-30e,8869
hsa-mir-30d,8869
hsa-mir-30c,8869
hsa-mir-30b,8869
hsa-mir-30a,8869
hsa-mir-298,8869
hsa-mir-375,79738
hsa-mir-3149,79738
hsa-mir-3663,79738
hsa-mir-1298,79738
hsa-mir-3126,79738
hsa-mir-32,79738
hsa-mir-548l,79738
hsa-mir-548d,79738
hsa-mir-548c,79738
hsa-mir-548b,79738
hsa-mir-548a,79738
hsa-mir-4666a,5000
hsa-mir-143,5000
hsa-mir-657,5000
hsa-mir-376c,5000
hsa-mir-513b,5000
hsa-mir-302f,5000
hsa-mir-557,6175
hsa-mir-507,6175
hsa-mir-527,6175
hsa-mir-518a,6175
hsa-mir-502,6175
hsa-mir-19a,6175
hsa-mir-664a,6175
hsa-mir-892b,6175
hsa-mir-382,6175
hsa-mir-495,6175
hsa-mir-548a,6175
hsa-mir-4666a,339318
hsa-mir-381,339318
hsa-mir-300,339318
hsa-mir-576,51109
hsa-mir-627,1834
hsa-mir-126,1834
hsa-mir-142,1834
hsa-mir-526b,1834
hsa-mir-519d,1834
hsa-mir-20b,1834
hsa-mir-20a,1834
hsa-mir-17,1834
hsa-mir-106b,1834
hsa-mir-106a,1834
hsa-mir-3156,11127
hsa-mir-188,11127
hsa-mir-1224,11127
hsa-mir-142,11127
hsa-mir-888,11127
hsa-mir-32,11127
hsa-mir-548l,11127
hsa-mir-548d,11127
hsa-mir-548c,11127
hsa-mir-548b,11127
hsa-mir-548a,11127
hsa-mir-297,10206
hsa-mir-493,10206
hsa-mir-511,10206
hsa-mir-548c,6520
hsa-mir-493,5987
hsa-mir-661,81689
hsa-mir-583,81689
hsa-mir-1276,81689
hsa-mir-4496,50854
hsa-mir-410,50854
hsa-mir-1271,139886
hsa-mir-183,139886
hsa-mir-570,139886
hsa-mir-4753,54107
hsa-mir-3613,11130
hsa-mir-506,11130
hsa-mir-369,11130
hsa-mir-539,11130
hsa-mir-203a,11130
hsa-mir-33a,11130
hsa-mir-646,58512
hsa-mir-503,58512
hsa-mir-497,58512
hsa-mir-424,58512
hsa-mir-195,58512
hsa-mir-16,58512
hsa-mir-15b,58512
hsa-mir-15a,58512
hsa-mir-376a,139322
hsa-mir-3127,55143
hsa-mir-3689d,129685
hsa-mir-377,129685
hsa-mir-4532,129685
hsa-mir-1273g,54662
hsa-mir-203a,54662
hsa-mir-648,54662
hsa-mir-592,55285
hsa-mir-197,55285
hsa-mir-3613,55285
hsa-mir-124,55285
hsa-mir-597,55285
hsa-mir-511,55285
hsa-mir-489,9329
hsa-let-7d,9329
hsa-mir-3913,9329
hsa-mir-873,9329
hsa-mir-662,6342
hsa-mir-622,6342
hsa-mir-101,57691
hsa-mir-548l,57691
hsa-mir-548d,57691
hsa-mir-548c,57691
hsa-mir-548b,57691
hsa-mir-548a,57691
hsa-mir-4666a,619208
hsa-mir-1227,619208
hsa-mir-143,619208
hsa-mir-657,619208
hsa-mir-455,619208
hsa-mir-3613,5202
hsa-mir-495,5202
hsa-mir-627,28982
hsa-mir-500a,11179
hsa-mir-6720,11179
hsa-mir-367,11179
hsa-mir-363,11179
hsa-mir-32,11179
hsa-mir-25,11179
hsa-mir-508,11179
hsa-mir-1185,10794
hsa-mir-190a,2114
hsa-mir-205,2114
hsa-mir-338,2114
hsa-mir-629,171392
hsa-mir-183,171392
hsa-mir-519e,171392
hsa-mir-515,171392
hsa-mir-3925,171392
hsa-mir-200b,171392
hsa-mir-200a,171392
hsa-mir-3682,79862
hsa-mir-455,10051
hsa-mir-1207,10051
hsa-mir-296,10051
hsa-mir-629,9534
hsa-mir-183,9534
hsa-mir-519e,9534
hsa-mir-515,9534
hsa-mir-3925,9534
hsa-mir-200b,9534
hsa-mir-200a,9534
hsa-mir-629,6231
hsa-mir-519e,6231
hsa-mir-515,6231
hsa-mir-525,6231
hsa-mir-520a,6231
hsa-mir-214,6231
hsa-mir-3925,6231
hsa-mir-622,6231
hsa-mir-596,6231
hsa-mir-203a,9967
hsa-mir-497,9967
hsa-mir-424,9967
hsa-mir-195,9967
hsa-mir-16,9967
hsa-mir-15b,9967
hsa-mir-15a,9967
hsa-mir-548p,9967
hsa-mir-625,9967
hsa-mir-190a,258010
hsa-mir-656,258010
hsa-mir-410,258010
hsa-mir-590,258010
hsa-mir-502,170463
hsa-mir-1915,170463
hsa-mir-3149,51427
hsa-mir-629,51427
hsa-mir-297,51427
hsa-mir-675,51427
hsa-mir-183,51427
hsa-mir-519e,51427
hsa-mir-515,51427
hsa-mir-664b,51427
hsa-mir-579,51427
hsa-mir-627,51427
hsa-mir-135b,51427
hsa-mir-135a,51427
hsa-mir-384,51427
hsa-mir-202,51427
hsa-mir-337,51427
hsa-mir-3925,51427
hsa-mir-490,284390
hsa-mir-1246,284390
hsa-mir-100,2309
hsa-mir-454,339500
hsa-mir-301b,339500
hsa-mir-301a,339500
hsa-mir-130b,339500
hsa-mir-130a,339500
hsa-mir-586,339500
hsa-mir-548d,339500
hsa-mir-548ac,339500
hsa-mir-3658,282553
hsa-mir-585,282553
hsa-mir-3653,282553
hsa-mir-496,282553
hsa-mir-4446,10075
hsa-mir-190a,10075
hsa-mir-3613,10075
hsa-mir-410,10075
hsa-mir-590,10075
hsa-mir-432,9154
hsa-mir-1301,9154
hsa-mir-107,9154
hsa-mir-103a,9154
hsa-mir-490,9154
hsa-mir-19a,10239
hsa-mir-635,10239
hsa-mir-18b,10239
hsa-mir-569,10376
hsa-mir-340,342184
hsa-mir-367,342184
hsa-mir-363,342184
hsa-mir-25,342184
hsa-mir-32,342184
hsa-mir-513c,342184
hsa-mir-513a,342184
hsa-mir-545,54101
hsa-mir-3658,71
hsa-mir-3653,71
hsa-mir-488,91689
hsa-mir-125a,91689
hsa-mir-3619,91689
hsa-mir-214,91689
hsa-mir-497,91689
hsa-mir-424,91689
hsa-mir-195,91689
hsa-mir-16,91689
hsa-mir-15b,91689
hsa-mir-15a,91689
hsa-mir-4666a,10189
hsa-mir-605,10189
hsa-mir-335,90317
hsa-mir-5096,90317
hsa-mir-4764,10409
hsa-mir-539,10409
hsa-mir-586,10409
hsa-mir-570,79447
hsa-mir-301b,79447
hsa-mir-301a,79447
hsa-mir-146a,79447
hsa-mir-139,79447
hsa-mir-4687,23212
hsa-mir-545,65059
hsa-mir-646,65059
hsa-mir-503,65059
hsa-mir-497,65059
hsa-mir-424,65059
hsa-mir-195,65059
hsa-mir-16,65059
hsa-mir-15b,65059
hsa-mir-15a,65059
hsa-mir-548a,65059
hsa-mir-1303,63967
hsa-mir-3149,63967
hsa-mir-411,63967
hsa-mir-29a,63967
hsa-mir-483,63967
hsa-mir-3926,6773
hsa-mir-372,6773
hsa-mir-371a,6773
hsa-mir-616,6773
hsa-mir-373,6773
hsa-mir-371b,6773
hsa-mir-221,6773
hsa-mir-3613,6773
hsa-mir-548c,6773
hsa-mir-545,6879
hsa-mir-629,170959
hsa-mir-183,170959
hsa-mir-519e,170959
hsa-mir-515,170959
hsa-mir-3925,170959
hsa-mir-200b,170959
hsa-mir-200a,170959
hsa-mir-4732,170959
hsa-mir-488,5870
hsa-mir-382,5870
hsa-mir-873,91607
hsa-mir-545,91607
hsa-mir-506,91607
hsa-mir-4496,91607
hsa-mir-3120,91607
hsa-mir-513b,91607
hsa-mir-3646,91607
hsa-mir-3611,91607
hsa-mir-7,91607
hsa-mir-4717,91607
hsa-mir-4753,91607
hsa-mir-3682,83591
hsa-mir-186,83591
hsa-mir-190a,6356
hsa-mir-665,55839
hsa-mir-193b,7363
hsa-mir-3658,3308
hsa-mir-3653,3308
hsa-mir-513c,1051
hsa-mir-22,1051
hsa-mir-372,1051
hsa-mir-371a,1051
hsa-mir-616,1051
hsa-mir-373,1051
hsa-mir-371b,1051
hsa-mir-3149,27197
hsa-mir-411,27197
hsa-mir-198,27197
hsa-mir-29a,27197
hsa-mir-1233,332
hsa-mir-650,4701
hsa-mir-1233,4701
hsa-mir-1225,4701
hsa-mir-665,4701
hsa-mir-302f,4701
hsa-mir-4271,81620
hsa-mir-4731,81620
hsa-mir-154,10308
hsa-mir-891a,57179
hsa-mir-134,57179
hsa-mir-583,57179
hsa-mir-433,10412
hsa-mir-26b,10412
hsa-mir-26a,10412
hsa-mir-1297,10412
hsa-mir-519e,10412
hsa-mir-515,10412
hsa-mir-33b,10412
hsa-mir-371a,10412
hsa-mir-371b,10412
hsa-mir-137,7098
hsa-mir-367,7098
hsa-mir-363,7098
hsa-mir-32,7098
hsa-mir-25,7098
hsa-mir-365b,7098
hsa-mir-365a,7098
hsa-mir-1225,64866
hsa-mir-129,79699
hsa-mir-379,79699
hsa-mir-186,10197
hsa-mir-1276,10197
hsa-mir-3613,60313
hsa-mir-548l,60313
hsa-mir-31,8321
hsa-mir-105,8321
hsa-mir-498,115509
hsa-mir-197,115509
hsa-mir-335,115509
hsa-mir-506,2960
hsa-mir-124,2960
hsa-mir-550a,2960
hsa-mir-200c,2960
hsa-mir-31,2960
hsa-mir-548c,2960
hsa-mir-183,51351
hsa-mir-23b,51351
hsa-mir-23a,51351
hsa-mir-130a,51351
hsa-mir-584,51351
hsa-mir-650,92935
hsa-mir-605,740
hsa-mir-19b,134829
hsa-mir-19a,134829
hsa-mir-1468,134829
hsa-mir-190b,135293
hsa-mir-190a,135293
hsa-mir-380,135293
hsa-mir-411,135293
hsa-mir-379,135293
hsa-mir-548c,29777
hsa-mir-26b,163859
hsa-mir-26a,163859
hsa-mir-1297,163859
hsa-mir-3130,163859
hsa-mir-548c,163859
hsa-mir-506,163859
hsa-mir-124,163859
hsa-mir-1324,163859
hsa-mir-4753,163859
hsa-mir-1225,79944
hsa-mir-4505,79944
hsa-mir-3189,79944
hsa-mir-105,79944
hsa-mir-3130,79944
hsa-mir-6880,84298
hsa-mir-298,84298
hsa-mir-665,84298
hsa-mir-302f,84298
hsa-mir-143,55789
hsa-mir-107,55789
hsa-mir-103a,55789
hsa-mir-455,55789
hsa-mir-548a,55789
hsa-mir-548d,55789
hsa-mir-548ac,55789
hsa-mir-605,51665
hsa-mir-1226,9441
hsa-mir-513b,9441
hsa-mir-3126,9441
hsa-mir-153,904
hsa-mir-1343,904
hsa-mir-31,904
hsa-mir-107,904
hsa-mir-103a,904
hsa-mir-4469,904
hsa-mir-221,904
hsa-mir-646,904
hsa-mir-503,904
hsa-mir-497,904
hsa-mir-424,904
hsa-mir-16,904
hsa-mir-15b,904
hsa-mir-15a,904
hsa-mir-3622b,904
hsa-mir-3189,904
hsa-mir-212,904
hsa-mir-500a,904
hsa-mir-3179,57016
hsa-mir-605,23326
hsa-mir-5096,79794
hsa-mir-493,79794
hsa-mir-224,79794
hsa-mir-340,23398
hsa-mir-142,23398
hsa-mir-32,23398
hsa-mir-561,23398
hsa-mir-5586,57570
hsa-mir-627,6741
hsa-mir-379,28973
hsa-mir-340,570
hsa-mir-142,570
hsa-mir-32,570
hsa-mir-186,570
hsa-mir-3120,1329
hsa-mir-665,84034
hsa-mir-25,84034
hsa-mir-202,84034
hsa-mir-4458,84034
hsa-let-7i,84034
hsa-let-7g,84034
hsa-let-7f,84034
hsa-let-7e,84034
hsa-let-7d,84034
hsa-let-7c,84034
hsa-let-7b,84034
hsa-let-7a,84034
hsa-mir-1247,84034
hsa-mir-302f,84034
hsa-mir-579,1968
hsa-mir-4446,1968
hsa-mir-374b,8089
hsa-mir-374a,8089
hsa-mir-214,8089
hsa-mir-429,8089
hsa-mir-200c,8089
hsa-mir-200b,8089
hsa-mir-616,26030
hsa-mir-373,26030
hsa-mir-371b,26030
hsa-mir-30b,9906
hsa-mir-193b,9906
hsa-mir-6799,9906
hsa-mir-149,9906
hsa-mir-3689d,9906
hsa-mir-561,9906
hsa-mir-671,346157
hsa-mir-497,346157
hsa-mir-424,346157
hsa-mir-195,346157
hsa-mir-16,346157
hsa-mir-15b,346157
hsa-mir-15a,346157
hsa-mir-551b,346157
hsa-mir-152,27304
hsa-mir-597,27304
hsa-mir-182,27304
hsa-mir-873,83480
hsa-mir-381,83480
hsa-mir-300,83480
hsa-mir-624,83480
hsa-mir-3074,1845
hsa-mir-148b,1845
hsa-mir-3149,23170
hsa-mir-411,23170
hsa-mir-302c,25776
hsa-mir-502,6634
hsa-mir-501,6634
hsa-mir-19b,151887
hsa-mir-19a,151887
hsa-mir-1468,151887
hsa-mir-3171,151887
hsa-mir-545,151887
hsa-mir-497,151887
hsa-mir-424,151887
hsa-mir-195,151887
hsa-mir-16,151887
hsa-mir-15b,151887
hsa-mir-15a,151887
hsa-mir-409,151887
hsa-mir-190a,151887
hsa-mir-374b,151887
hsa-mir-374a,151887
hsa-mir-656,151887
hsa-mir-410,151887
hsa-mir-369,151887
hsa-mir-302f,57103
hsa-mir-340,7789
hsa-mir-154,7789
hsa-mir-651,7789
hsa-mir-124,7789
hsa-mir-506,7789
hsa-mir-24,7789
hsa-mir-190a,54764
hsa-mir-410,54764
hsa-mir-599,390980
hsa-mir-657,390980
hsa-mir-377,163115
hsa-mir-216b,163115
hsa-mir-569,7552
hsa-mir-551b,7552
hsa-mir-550a,80139
hsa-mir-200c,80139
hsa-mir-495,80139
hsa-mir-18b,84146
hsa-mir-513c,84146
hsa-mir-513a,84146
hsa-mir-155,84146
hsa-mir-365a,84146
hsa-mir-365b,84146
hsa-mir-1914,54811
hsa-mir-519e,27300
hsa-mir-515,27300
hsa-mir-19b,27300
hsa-mir-19a,27300
hsa-mir-455,27300
hsa-mir-511,27300
hsa-mir-146a,642819
hsa-mir-331,642819
hsa-mir-18a,195828
hsa-mir-18b,195828
hsa-mir-297,7584
hsa-mir-3622b,7584
hsa-mir-15a,7584
hsa-mir-4717,7584
hsa-mir-1183,7584
hsa-mir-519c,7584
hsa-mir-519b,7584
hsa-mir-519a,7584
hsa-mir-526b,7584
hsa-mir-519d,7584
hsa-mir-20b,7584
hsa-mir-20a,7584
hsa-mir-17,7584
hsa-mir-106b,7584
hsa-mir-106a,7584
hsa-mir-2909,387328
hsa-mir-573,387328
hsa-mir-1296,387328
hsa-mir-1258,387328
hsa-mir-122,387328
hsa-mir-504,387328
hsa-mir-1185,387328
hsa-mir-296,729288
hsa-mir-199a,729288
hsa-mir-199b,729288
hsa-mir-335,10795
